testCase testName testIterIndex baseResult nodeCount tsResult timeMicroseconds memSize aspStall maxIter maxVicSize termCond
gr96 TSESM_AGM 8 665 96 537 58715250 200 150 3500 100 300
gr96 TSESM_AGM 9 665 96 520 69322666 200 150 3500 100 300
gr96 TSESM_AGM 10 665 96 568 27253219 200 150 3500 100 300
gr96 TSESM_AGM 11 665 96 554 49709049 200 150 3500 100 300
gr96 TSESM_AGM 12 665 96 562 80209311 200 150 3500 100 300
gr96 TSESM_AGM 13 665 96 555 92127992 200 150 3500 100 300
gr96 TSESM_AGM 14 665 96 554 86704658 200 150 3500 100 300
gr96 TSESM_AGM 15 665 96 526 96344828 200 150 3500 100 300
gr96 TSESM_AGM 16 665 96 531 64374937 200 150 3500 100 300
gr96 TSESM_AGM 17 665 96 516 74377526 200 150 3500 100 300
gr96 TSESM_AGM 18 665 96 510 75756773 200 150 3500 100 300
gr96 TSESM_AGM 19 665 96 552 80126962 200 150 3500 100 300
gr96 TSESM_AGM 20 665 96 546 65291278 200 150 3500 100 300
gr96 TSESM_AGM 21 665 96 545 86117142 200 150 3500 100 300
gr96 TSESM_AGM 22 665 96 549 85333612 200 150 3500 100 300
gr96 TSESM_AGM 23 665 96 553 39976199 200 150 3500 100 300
gr96 TSESM_AGM 24 665 96 579 29032745 200 150 3500 100 300
gr96 TSESM_AGM 25 665 96 598 41975024 200 150 3500 100 300
gr96 TSESM_AGM 26 665 96 533 42585093 200 150 3500 100 300
gr96 TSESM_AGM 27 665 96 550 50641078 200 150 3500 100 300
gr96 TSESM_AGM 28 665 96 513 55447425 200 150 3500 100 300
gr96 TSESM_AGM 29 665 96 563 45066048 200 150 3500 100 300
gr96 TSESM_AGM 30 665 96 529 61756310 200 150 3500 100 300
gr96 TSESM_SE 1 590 96 533 39312897 200 150 3500 100 300
gr96 TSESM_SE 2 541 96 518 22605653 200 150 3500 100 300
gr96 TSESM_SE 3 547 96 491 49556738 200 150 3500 100 300
gr96 TSESM_SE 4 541 96 522 26093701 200 150 3500 100 300
gr96 TSESM_SE 5 550 96 528 28849815 200 150 3500 100 300
gr96 TSESM_SE 6 595 96 515 54007688 200 150 3500 100 300
gr96 TSESM_SE 7 590 96 532 21661863 200 150 3500 100 300
gr96 TSESM_SE 8 549 96 509 23805846 200 150 3500 100 300
gr96 TSESM_SE 9 542 96 492 21803969 200 150 3500 100 300
gr96 TSESM_SE 10 549 96 503 56798813 200 150 3500 100 300
gr96 TSESM_SE 11 533 96 496 17017649 200 150 3500 100 300
gr96 TSESM_SE 12 600 96 529 41491441 200 150 3500 100 300
gr96 TSESM_SE 13 548 96 517 37585800 200 150 3500 100 300
gr96 TSESM_SE 14 542 96 505 28418028 200 150 3500 100 300
gr96 TSESM_SE 15 548 96 518 13362702 200 150 3500 100 300
gr96 TSESM_SE 16 549 96 496 42234475 200 150 3500 100 300
gr96 TSESM_SE 17 593 96 496 39499383 200 150 3500 100 300
gr96 TSESM_SE 18 548 96 510 39411940 200 150 3500 100 300
gr96 TSESM_SE 19 593 96 540 34512874 200 150 3500 100 300
gr96 TSESM_SE 20 528 96 492 37577100 200 150 3500 100 300
gr96 TSESM_SE 21 590 96 515 36608670 200 150 3500 100 300
gr96 TSESM_SE 22 527 96 492 32353504 200 150 3500 100 300
gr96 TSESM_SE 23 592 96 525 29830540 200 150 3500 100 300
gr96 TSESM_SE 24 594 96 515 42027764 200 150 3500 100 300
gr96 TSESM_SE 25 591 96 543 42658167 200 150 3500 100 300
gr96 TSESM_SE 26 545 96 518 15615190 200 150 3500 100 300
gr96 TSESM_SE 27 594 96 526 57805952 200 150 3500 100 300
gr96 TSESM_SE 28 550 96 502 31172417 200 150 3500 100 300
gr96 TSESM_SE 29 597 96 570 22627018 200 150 3500 100 300
gr96 TSESM_SE 30 534 96 489 32950064 200 150 3500 100 300
gr96 TSESM_NN 1 661 96 538 45116657 200 150 3500 100 300
gr96 TSESM_NN 2 661 96 554 24660423 200 150 3500 100 300
gr96 TSESM_NN 3 661 96 521 56857984 200 150 3500 100 300
gr96 TSESM_NN 4 661 96 567 44568186 200 150 3500 100 300
gr96 TSESM_NN 5 661 96 516 51413465 200 150 3500 100 300
gr96 TSESM_NN 6 661 96 525 63635187 200 150 3500 100 300
gr96 TSESM_NN 7 661 96 535 28661823 200 150 3500 100 300
gr96 TSESM_NN 8 661 96 510 35741951 200 150 3500 100 300
gr96 TSESM_NN 9 661 96 553 63517620 200 150 3500 100 300
gr96 TSESM_NN 10 661 96 544 28372810 200 150 3500 100 300
gr96 TSESM_NN 11 661 96 575 47644959 200 150 3500 100 300
gr96 TSESM_NN 12 661 96 513 63333054 200 150 3500 100 300
gr96 TSESM_NN 13 661 96 544 63763875 200 150 3500 100 300
gr96 TSESM_NN 14 661 96 512 57404356 200 150 3500 100 300
gr96 TSESM_NN 15 661 96 540 20129832 200 150 3500 100 300
gr96 TSESM_NN 16 661 96 517 38249035 200 150 3500 100 300
gr96 TSESM_NN 17 661 96 573 18257520 200 150 3500 100 300
gr96 TSESM_NN 18 661 96 530 50015328 200 150 3500 100 300
gr96 TSESM_NN 19 661 96 518 41333714 200 150 3500 100 300
gr96 TSESM_NN 20 661 96 517 57607466 200 150 3500 100 300
gr96 TSESM_NN 21 661 96 541 60613084 200 150 3500 100 300
gr96 TSESM_NN 22 661 96 527 59242366 200 150 3500 100 300
gr96 TSESM_NN 23 661 96 528 55905541 200 150 3500 100 300
gr96 TSESM_NN 24 661 96 510 50600089 200 150 3500 100 300
gr96 TSESM_NN 25 661 96 504 57375866 200 150 3500 100 300
gr96 TSESM_NN 26 661 96 562 63479207 200 150 3500 100 300
gr96 TSESM_NN 27 661 96 543 53424743 200 150 3500 100 300
gr96 TSESM_NN 28 661 96 572 36860696 200 150 3500 100 300
gr96 TSESM_NN 29 661 96 505 53737177 200 150 3500 100 300
gr96 TSESM_NN 30 661 96 511 61077762 200 150 3500 100 300
gr96 TSWSM_AGM 1 652 96 532 63333116 200 150 3500 100 300
gr96 TSWSM_AGM 2 652 96 521 63310496 200 150 3500 100 300
gr96 TSWSM_AGM 3 652 96 521 62896812 200 150 3500 100 300
gr96 TSWSM_AGM 4 652 96 535 62819247 200 150 3500 100 300
gr96 TSWSM_AGM 5 652 96 518 62961063 200 150 3500 100 300
gr96 TSWSM_AGM 6 652 96 536 62785596 200 150 3500 100 300
gr96 TSWSM_AGM 7 652 96 535 63193277 200 150 3500 100 300
gr96 TSWSM_AGM 8 652 96 560 63123397 200 150 3500 100 300
gr96 TSWSM_AGM 9 652 96 513 62876950 200 150 3500 100 300
gr96 TSWSM_AGM 10 652 96 523 63541725 200 150 3500 100 300
gr96 TSWSM_AGM 11 652 96 524 63374981 200 150 3500 100 300
gr96 TSWSM_AGM 12 652 96 547 62880872 200 150 3500 100 300
gr96 TSWSM_AGM 13 652 96 549 63423925 200 150 3500 100 300
gr96 TSWSM_AGM 14 652 96 526 63388701 200 150 3500 100 300
gr96 TSWSM_AGM 15 652 96 552 62722607 200 150 3500 100 300
gr96 TSWSM_AGM 16 652 96 539 62869257 200 150 3500 100 300
gr96 TSWSM_AGM 17 652 96 531 62808493 200 150 3500 100 300
gr96 TSWSM_AGM 18 652 96 548 63227157 200 150 3500 100 300
gr96 TSWSM_AGM 19 652 96 523 63781506 200 150 3500 100 300
gr96 TSWSM_AGM 20 652 96 541 63373111 200 150 3500 100 300
gr96 TSWSM_AGM 21 652 96 524 62998021 200 150 3500 100 300
gr96 TSWSM_AGM 22 652 96 529 63427879 200 150 3500 100 300
gr96 TSWSM_AGM 23 652 96 526 63199668 200 150 3500 100 300
gr96 TSWSM_AGM 24 652 96 560 63203754 200 150 3500 100 300
gr96 TSWSM_AGM 25 652 96 547 62742010 200 150 3500 100 300
gr96 TSWSM_AGM 26 652 96 515 63283216 200 150 3500 100 300
gr96 TSWSM_AGM 27 652 96 533 63180574 200 150 3500 100 300
gr96 TSWSM_AGM 28 652 96 531 63166950 200 150 3500 100 300
gr96 TSWSM_AGM 29 652 96 540 63643155 200 150 3500 100 300
gr96 TSWSM_AGM 30 652 96 542 62809102 200 150 3500 100 300
gr96 TSWSM_SE 1 544 96 505 62438721 200 150 3500 100 300
gr96 TSWSM_SE 2 524 96 478 62873228 200 150 3500 100 300
gr96 TSWSM_SE 3 536 96 496 63699938 200 150 3500 100 300
gr96 TSWSM_SE 4 533 96 499 63030856 200 150 3500 100 300
gr96 TSWSM_SE 5 539 96 484 62768288 200 150 3500 100 300
gr96 TSWSM_SE 6 536 96 494 62658630 200 150 3500 100 300
gr96 TSWSM_SE 7 535 96 491 62640069 200 150 3500 100 300
gr96 TSWSM_SE 8 534 96 484 62862017 200 150 3500 100 300
gr96 TSWSM_SE 9 589 96 502 63381533 200 150 3500 100 300
gr96 TSWSM_SE 10 532 96 482 62487582 200 150 3500 100 300
gr96 TSWSM_SE 11 548 96 492 62516275 200 150 3500 100 300
gr96 TSWSM_SE 12 601 96 510 63424367 200 150 3500 100 300
gr96 TSWSM_SE 13 591 96 520 62631587 200 150 3500 100 300
gr96 TSWSM_SE 14 537 96 484 62582297 200 150 3500 100 300
gr96 TSWSM_SE 15 590 96 520 62512547 200 150 3500 100 300
gr96 TSWSM_SE 16 535 96 502 62767190 200 150 3500 100 300
gr96 TSWSM_SE 17 593 96 507 62527002 200 150 3500 100 300
gr96 TSWSM_SE 18 536 96 485 62747459 200 150 3500 100 300
gr96 TSWSM_SE 19 594 96 526 63282556 200 150 3500 100 300
gr96 TSWSM_SE 20 547 96 507 63026421 200 150 3500 100 300
gr96 TSWSM_SE 21 542 96 498 62830110 200 150 3500 100 300
gr96 TSWSM_SE 22 538 96 499 63044227 200 150 3500 100 300
gr96 TSWSM_SE 23 549 96 493 62734392 200 150 3500 100 300
gr96 TSWSM_SE 24 542 96 483 62550903 200 150 3500 100 300
gr96 TSWSM_SE 25 548 96 502 62684429 200 150 3500 100 300
gr96 TSWSM_SE 26 542 96 506 63322203 200 150 3500 100 300
gr96 TSWSM_SE 27 591 96 492 63326088 200 150 3500 100 300
gr96 TSWSM_SE 28 540 96 506 62770810 200 150 3500 100 300
gr96 TSWSM_SE 29 546 96 498 62447509 200 150 3500 100 300
gr96 TSWSM_SE 30 596 96 497 62958719 200 150 3500 100 300
gr96 TSWSM_NN 1 661 96 531 62846071 200 150 3500 100 300
gr96 TSWSM_NN 2 661 96 541 62852067 200 150 3500 100 300
gr96 TSWSM_NN 3 661 96 514 63382178 200 150 3500 100 300
gr96 TSWSM_NN 4 661 96 521 63739594 200 150 3500 100 300
gr96 TSWSM_NN 5 661 96 510 63172321 200 150 3500 100 300
gr96 TSWSM_NN 6 661 96 541 63669094 200 150 3500 100 300
gr96 TSWSM_NN 7 661 96 505 63001309 200 150 3500 100 300
gr96 TSWSM_NN 8 661 96 533 62889745 200 150 3500 100 300
gr96 TSWSM_NN 9 661 96 509 63017080 200 150 3500 100 300
gr96 TSWSM_NN 10 661 96 519 62870192 200 150 3500 100 300
gr96 TSWSM_NN 11 661 96 531 63267453 200 150 3500 100 300
gr96 TSWSM_NN 12 661 96 538 62830613 200 150 3500 100 300
gr96 TSWSM_NN 13 661 96 525 63655469 200 150 3500 100 300
gr96 TSWSM_NN 14 661 96 522 63253721 200 150 3500 100 300
gr96 TSWSM_NN 15 661 96 516 63620544 200 150 3500 100 300
gr96 TSWSM_NN 16 661 96 528 62849736 200 150 3500 100 300
gr96 TSWSM_NN 17 661 96 508 63097554 200 150 3500 100 300
gr96 TSWSM_NN 18 661 96 506 63122848 200 150 3500 100 300
gr96 TSWSM_NN 19 661 96 501 62932625 200 150 3500 100 300
gr96 TSWSM_NN 20 661 96 495 62891357 200 150 3500 100 300
gr96 TSWSM_NN 21 661 96 538 62952815 200 150 3500 100 300
gr96 TSWSM_NN 22 661 96 500 62938739 200 150 3500 100 300
gr96 TSWSM_NN 23 661 96 506 62829096 200 150 3500 100 300
gr96 TSWSM_NN 24 661 96 504 62878216 200 150 3500 100 300
gr96 TSWSM_NN 25 661 96 510 62627933 200 150 3500 100 300
gr96 TSWSM_NN 26 661 96 515 62972370 200 150 3500 100 300
gr96 TSWSM_NN 27 661 96 524 63132965 200 150 3500 100 300
gr96 TSWSM_NN 28 661 96 501 63005092 200 150 3500 100 300
gr96 TSWSM_NN 29 661 96 510 62866216 200 150 3500 100 300
gr96 TSWSM_NN 30 661 96 530 62939228 200 150 3500 100 300
gr96 TSESM_AGM 1 665 96 537 61240876 300 150 3500 100 300
gr96 TSESM_AGM 2 665 96 567 54113166 300 150 3500 100 300
gr96 TSESM_AGM 3 665 96 544 54231457 300 150 3500 100 300
gr96 TSESM_AGM 4 665 96 539 62735566 300 150 3500 100 300
gr96 TSESM_AGM 5 665 96 558 61839821 300 150 3500 100 300
gr96 TSESM_AGM 6 665 96 572 51593146 300 150 3500 100 300
gr96 TSESM_AGM 7 665 96 533 52093738 300 150 3500 100 300
gr96 TSESM_AGM 8 665 96 554 48445991 300 150 3500 100 300
gr96 TSESM_AGM 9 665 96 553 53619543 300 150 3500 100 300
gr96 TSESM_AGM 10 665 96 547 88779423 300 150 3500 100 300
gr96 TSESM_AGM 11 665 96 545 39513460 300 150 3500 100 300
gr96 TSESM_AGM 12 665 96 558 51326876 300 150 3500 100 300
gr96 TSESM_AGM 13 665 96 564 43937991 300 150 3500 100 300
gr96 TSESM_AGM 14 665 96 547 49904137 300 150 3500 100 300
gr96 TSESM_AGM 15 665 96 542 89023824 300 150 3500 100 300
gr96 TSESM_AGM 16 665 96 514 88954295 300 150 3500 100 300
gr96 TSESM_AGM 17 665 96 530 79925036 300 150 3500 100 300
gr96 TSESM_AGM 18 665 96 555 56056940 300 150 3500 100 300
gr96 TSESM_AGM 19 665 96 568 61875707 300 150 3500 100 300
gr96 TSESM_AGM 20 665 96 549 88286704 300 150 3500 100 300
gr96 TSESM_AGM 21 665 96 524 89158928 300 150 3500 100 300
gr96 TSESM_AGM 22 665 96 526 89285708 300 150 3500 100 300
gr96 TSESM_AGM 23 665 96 524 89009702 300 150 3500 100 300
gr96 TSESM_AGM 24 665 96 586 60156441 300 150 3500 100 300
gr96 TSESM_AGM 25 665 96 553 61934192 300 150 3500 100 300
gr96 TSESM_AGM 26 665 96 517 70740491 300 150 3500 100 300
gr96 TSESM_AGM 27 665 96 532 89020435 300 150 3500 100 300
gr96 TSESM_AGM 28 665 96 530 78239875 300 150 3500 100 300
gr96 TSESM_AGM 29 665 96 557 41267097 300 150 3500 100 300
gr96 TSESM_AGM 30 665 96 514 88958244 300 150 3500 100 300
gr96 TSESM_SE 1 590 96 513 52138124 300 150 3500 100 300
gr96 TSESM_SE 2 541 96 510 33259056 300 150 3500 100 300
gr96 TSESM_SE 3 547 96 521 26686778 300 150 3500 100 300
gr96 TSESM_SE 4 541 96 493 25705950 300 150 3500 100 300
gr96 TSESM_SE 5 550 96 509 50876247 300 150 3500 100 300
gr96 TSESM_SE 6 595 96 543 35117126 300 150 3500 100 300
gr96 TSESM_SE 7 590 96 501 42936052 300 150 3500 100 300
gr96 TSESM_SE 8 549 96 529 28269975 300 150 3500 100 300
gr96 TSESM_SE 9 542 96 505 44890131 300 150 3500 100 300
gr96 TSESM_SE 10 549 96 535 25003721 300 150 3500 100 300
gr96 TSESM_SE 11 533 96 492 23880365 300 150 3500 100 300
gr96 TSESM_SE 12 600 96 516 56922919 300 150 3500 100 300
gr96 TSESM_SE 13 548 96 508 40518642 300 150 3500 100 300
gr96 TSESM_SE 14 542 96 479 59276564 300 150 3500 100 300
gr96 TSESM_SE 15 548 96 520 48594934 300 150 3500 100 300
gr96 TSESM_SE 16 549 96 501 54520317 300 150 3500 100 300
gr96 TSESM_SE 17 593 96 511 83459215 300 150 3500 100 300
gr96 TSESM_SE 18 548 96 505 24090432 300 150 3500 100 300
gr96 TSESM_SE 19 593 96 527 60263329 300 150 3500 100 300
gr96 TSESM_SE 20 528 96 513 14276685 300 150 3500 100 300
gr96 TSESM_SE 21 590 96 551 30505606 300 150 3500 100 300
gr96 TSESM_SE 22 527 96 483 65100150 300 150 3500 100 300
gr96 TSESM_SE 23 592 96 532 52657819 300 150 3500 100 300
gr96 TSESM_SE 24 594 96 530 25984442 300 150 3500 100 300
gr96 TSESM_SE 25 591 96 579 12762651 300 150 3500 100 300
gr96 TSESM_SE 26 545 96 505 31641047 300 150 3500 100 300
gr96 TSESM_SE 27 594 96 523 24605124 300 150 3500 100 300
gr96 TSESM_SE 28 550 96 506 24226145 300 150 3500 100 300
gr96 TSESM_SE 29 597 96 514 26414901 300 150 3500 100 300
gr96 TSESM_SE 30 534 96 507 30883295 300 150 3500 100 300
gr96 TSESM_NN 1 661 96 529 52004463 300 150 3500 100 300
gr96 TSESM_NN 2 661 96 524 41796027 300 150 3500 100 300
gr96 TSESM_NN 3 661 96 555 45334776 300 150 3500 100 300
gr96 TSESM_NN 4 661 96 524 63113575 300 150 3500 100 300
gr96 TSESM_NN 5 661 96 594 23752788 300 150 3500 100 300
gr96 TSESM_NN 6 661 96 550 58919843 300 150 3500 100 300
gr96 TSESM_NN 7 661 96 555 24516160 300 150 3500 100 300
gr96 TSESM_NN 8 661 96 552 63313366 300 150 3500 100 300
gr96 TSESM_NN 9 661 96 518 59447341 300 150 3500 100 300
gr96 TSESM_NN 10 661 96 571 38396687 300 150 3500 100 300
gr96 TSESM_NN 11 661 96 518 63779018 300 150 3500 100 300
gr96 TSESM_NN 12 661 96 581 32112608 300 150 3500 100 300
gr96 TSESM_NN 13 661 96 525 45769452 300 150 3500 100 300
gr96 TSESM_NN 14 661 96 541 48092108 300 150 3500 100 300
gr96 TSESM_NN 15 661 96 520 60618917 300 150 3500 100 300
gr96 TSESM_NN 16 661 96 592 42498829 300 150 3500 100 300
gr96 TSESM_NN 17 661 96 528 37439071 300 150 3500 100 300
gr96 TSESM_NN 18 661 96 523 42429623 300 150 3500 100 300
gr96 TSESM_NN 19 661 96 547 61906365 300 150 3500 100 300
gr96 TSESM_NN 20 661 96 558 39259086 300 150 3500 100 300
gr96 TSESM_NN 21 661 96 513 63638009 300 150 3500 100 300
gr96 TSESM_NN 22 661 96 568 40322175 300 150 3500 100 300
eil101 TSESM_AGM 1 849 101 707 76531309 200 150 3500 100 300
eil101 TSESM_AGM 2 849 101 717 81632333 200 150 3500 100 300
eil101 TSESM_AGM 3 849 101 675 108972698 200 150 3500 100 300
eil101 TSESM_AGM 4 849 101 730 50059266 200 150 3500 100 300
eil101 TSESM_AGM 5 849 101 688 79353049 200 150 3500 100 300
eil101 TSESM_AGM 6 849 101 685 57564715 200 150 3500 100 300
eil101 TSESM_AGM 7 849 101 685 77310364 200 150 3500 100 300
eil101 TSESM_AGM 8 849 101 689 80492689 200 150 3500 100 300
eil101 TSESM_AGM 9 849 101 698 101267122 200 150 3500 100 300
eil101 TSESM_AGM 10 849 101 683 111289655 200 150 3500 100 300
eil101 TSESM_AGM 11 849 101 691 105240804 200 150 3500 100 300
eil101 TSESM_AGM 12 849 101 680 112157365 200 150 3500 100 300
eil101 TSESM_AGM 13 849 101 689 86191537 200 150 3500 100 300
eil101 TSESM_AGM 14 849 101 708 57274930 200 150 3500 100 300
eil101 TSESM_AGM 15 849 101 690 77499545 200 150 3500 100 300
eil101 TSESM_AGM 16 849 101 681 86126411 200 150 3500 100 300
eil101 TSESM_AGM 17 849 101 677 83878408 200 150 3500 100 300
eil101 TSESM_AGM 18 849 101 714 67610571 200 150 3500 100 300
eil101 TSESM_AGM 19 849 101 743 65388299 200 150 3500 100 300
eil101 TSESM_AGM 20 849 101 684 79581368 200 150 3500 100 300
eil101 TSESM_AGM 21 849 101 715 70486293 200 150 3500 100 300
eil101 TSESM_AGM 22 849 101 702 98149983 200 150 3500 100 300
eil101 TSESM_AGM 23 849 101 692 85473423 200 150 3500 100 300
eil101 TSESM_AGM 24 849 101 681 98705347 200 150 3500 100 300
eil101 TSESM_AGM 25 849 101 703 75810139 200 150 3500 100 300
eil101 TSESM_AGM 26 849 101 686 95040863 200 150 3500 100 300
eil101 TSESM_AGM 27 849 101 725 76087450 200 150 3500 100 300
eil101 TSESM_AGM 28 849 101 685 97499049 200 150 3500 100 300
eil101 TSESM_AGM 29 849 101 713 72728521 200 150 3500 100 300
eil101 TSESM_AGM 30 849 101 748 59060918 200 150 3500 100 300
eil101 TSESM_SE 1 760 101 658 66816356 200 150 3500 100 300
eil101 TSESM_SE 2 757 101 650 65649074 200 150 3500 100 300
eil101 TSESM_SE 3 739 101 691 65448924 200 150 3500 100 300
eil101 TSESM_SE 4 744 101 679 65625441 200 150 3500 100 300
eil101 TSESM_SE 5 734 101 668 66810644 200 150 3500 100 300
eil101 TSESM_SE 6 777 101 706 36359325 200 150 3500 100 300
eil101 TSESM_SE 7 769 101 700 73818050 200 150 3500 100 300
eil101 TSESM_SE 8 742 101 677 72659149 200 150 3500 100 300
eil101 TSESM_SE 9 737 101 672 50127687 200 150 3500 100 300
eil101 TSESM_SE 10 726 101 643 65459206 200 150 3500 100 300
eil101 TSESM_SE 11 754 101 666 70419383 200 150 3500 100 300
eil101 TSESM_SE 12 741 101 681 70010395 200 150 3500 100 300
eil101 TSESM_SE 13 790 101 675 61832270 200 150 3500 100 300
eil101 TSESM_SE 14 778 101 661 66450963 200 150 3500 100 300
eil101 TSESM_SE 15 784 101 664 69226059 200 150 3500 100 300
eil101 TSESM_SE 16 786 101 664 51270018 200 150 3500 100 300
eil101 TSESM_SE 17 795 101 678 69534251 200 150 3500 100 300
eil101 TSESM_SE 18 753 101 648 50171645 200 150 3500 100 300
eil101 TSESM_SE 19 744 101 695 25802500 200 150 3500 100 300
eil101 TSESM_SE 20 754 101 702 26378119 200 150 3500 100 300
eil101 TSESM_SE 21 827 101 676 61438709 200 150 3500 100 300
eil101 TSESM_SE 22 746 101 658 54591305 200 150 3500 100 300
eil101 TSESM_SE 23 764 101 666 69686636 200 150 3500 100 300
eil101 TSESM_SE 24 743 101 667 43819169 200 150 3500 100 300
eil101 TSESM_SE 25 771 101 678 62267940 200 150 3500 100 300
eil101 TSESM_SE 26 783 101 675 37830714 200 150 3500 100 300
eil101 TSESM_SE 27 740 101 646 50940306 200 150 3500 100 300
eil101 TSESM_SE 28 761 101 669 32098170 200 150 3500 100 300
eil101 TSESM_SE 29 815 101 724 31059006 200 150 3500 100 300
eil101 TSESM_SE 30 748 101 660 60251973 200 150 3500 100 300
eil101 TSESM_NN 1 810 101 753 28681779 200 150 3500 100 300
eil101 TSESM_NN 2 810 101 718 42770956 200 150 3500 100 300
eil101 TSESM_NN 3 810 101 716 59833995 200 150 3500 100 300
eil101 TSESM_NN 4 810 101 694 43416828 200 150 3500 100 300
eil101 TSESM_NN 5 810 101 692 69469342 200 150 3500 100 300
eil101 TSESM_NN 6 810 101 739 35375165 200 150 3500 100 300
eil101 TSESM_NN 7 810 101 703 44942953 200 150 3500 100 300
eil101 TSESM_NN 8 810 101 697 60612311 200 150 3500 100 300
eil101 TSESM_NN 9 810 101 697 48060776 200 150 3500 100 300
eil101 TSESM_NN 10 810 101 699 62022461 200 150 3500 100 300
eil101 TSESM_NN 11 810 101 718 69405664 200 150 3500 100 300
eil101 TSESM_NN 12 810 101 703 49146431 200 150 3500 100 300
eil101 TSESM_NN 13 810 101 673 50943534 200 150 3500 100 300
eil101 TSESM_NN 14 810 101 699 61977711 200 150 3500 100 300
eil101 TSESM_NN 15 810 101 727 40143361 200 150 3500 100 300
eil101 TSESM_NN 16 810 101 735 40478463 200 150 3500 100 300
eil101 TSESM_NN 17 810 101 691 64784941 200 150 3500 100 300
eil101 TSESM_NN 18 810 101 693 69671057 200 150 3500 100 300
eil101 TSESM_NN 19 810 101 702 69194418 200 150 3500 100 300
eil101 TSESM_NN 20 810 101 727 39228639 200 150 3500 100 300
eil101 TSESM_NN 21 810 101 684 44966642 200 150 3500 100 300
eil101 TSESM_NN 22 810 101 681 56316110 200 150 3500 100 300
eil101 TSESM_NN 23 810 101 705 49327224 200 150 3500 100 300
eil101 TSESM_NN 24 810 101 680 46584192 200 150 3500 100 300
eil101 TSESM_NN 25 810 101 672 68742434 200 150 3500 100 300
eil101 TSESM_NN 26 810 101 754 19575824 200 150 3500 100 300
eil101 TSESM_NN 27 810 101 678 69818624 200 150 3500 100 300
eil101 TSESM_NN 28 810 101 737 51434206 200 150 3500 100 300
eil101 TSESM_NN 29 810 101 690 69332390 200 150 3500 100 300
eil101 TSESM_NN 30 810 101 737 30714639 200 150 3500 100 300
eil101 TSWSM_AGM 1 837 101 693 69556928 200 150 3500 100 300
eil101 TSWSM_AGM 2 837 101 678 69636681 200 150 3500 100 300
eil101 TSWSM_AGM 3 837 101 669 69385656 200 150 3500 100 300
eil101 TSWSM_AGM 4 837 101 673 69583436 200 150 3500 100 300
eil101 TSWSM_AGM 5 837 101 684 69362923 200 150 3500 100 300
eil101 TSWSM_AGM 6 837 101 686 69285362 200 150 3500 100 300
eil101 TSWSM_AGM 7 837 101 676 69331272 200 150 3500 100 300
eil101 TSWSM_AGM 8 837 101 682 69321794 200 150 3500 100 300
eil101 TSWSM_AGM 9 837 101 662 69361567 200 150 3500 100 300
eil101 TSWSM_AGM 10 837 101 687 69315231 200 150 3500 100 300
eil101 TSWSM_AGM 11 837 101 679 69447031 200 150 3500 100 300
eil101 TSWSM_AGM 12 837 101 681 69629962 200 150 3500 100 300
eil101 TSWSM_AGM 13 837 101 681 69323110 200 150 3500 100 300
eil101 TSWSM_AGM 14 837 101 698 69473573 200 150 3500 100 300
eil101 TSWSM_AGM 15 837 101 673 69474009 200 150 3500 100 300
eil101 TSWSM_AGM 16 837 101 672 69869845 200 150 3500 100 300
eil101 TSWSM_AGM 17 837 101 698 69559365 200 150 3500 100 300
eil101 TSWSM_AGM 18 837 101 684 69207666 200 150 3500 100 300
eil101 TSWSM_AGM 19 837 101 684 69538307 200 150 3500 100 300
eil101 TSWSM_AGM 20 837 101 690 69532435 200 150 3500 100 300
eil101 TSWSM_AGM 21 837 101 685 69434021 200 150 3500 100 300
eil101 TSWSM_AGM 22 837 101 692 69565438 200 150 3500 100 300
eil101 TSWSM_AGM 23 837 101 708 69458106 200 150 3500 100 300
eil101 TSWSM_AGM 24 837 101 662 69665041 200 150 3500 100 300
eil101 TSWSM_AGM 25 837 101 687 69225993 200 150 3500 100 300
eil101 TSWSM_AGM 26 837 101 696 69692962 200 150 3500 100 300
eil101 TSWSM_AGM 27 837 101 696 69027397 200 150 3500 100 300
eil101 TSWSM_AGM 28 837 101 680 69498921 200 150 3500 100 300
eil101 TSWSM_AGM 29 837 101 688 69373496 200 150 3500 100 300
eil101 TSWSM_AGM 30 837 101 697 70166534 200 150 3500 100 300
eil101 TSWSM_SE 1 738 101 645 69420739 200 150 3500 100 300
eil101 TSWSM_SE 2 784 101 669 69773714 200 150 3500 100 300
eil101 TSWSM_SE 3 734 101 668 69658652 200 150 3500 100 300
eil101 TSWSM_SE 4 792 101 660 69889877 200 150 3500 100 300
eil101 TSWSM_SE 5 740 101 670 69010650 200 150 3500 100 300
eil101 TSWSM_SE 6 727 101 672 68948415 200 150 3500 100 300
eil101 TSWSM_SE 7 734 101 644 69128229 200 150 3500 100 300
eil101 TSWSM_SE 8 792 101 680 69415999 200 150 3500 100 300
eil101 TSWSM_SE 9 752 101 658 69198167 200 150 3500 100 300
eil101 TSWSM_SE 10 739 101 652 69256940 200 150 3500 100 300
eil101 TSWSM_SE 11 759 101 660 69162046 200 150 3500 100 300
eil101 TSWSM_SE 12 739 101 653 69922845 200 150 3500 100 300
eil101 TSWSM_SE 13 759 101 655 69597183 200 150 3500 100 300
eil101 TSWSM_SE 14 755 101 652 69878670 200 150 3500 100 300
eil101 TSWSM_SE 15 761 101 662 69608489 200 150 3500 100 300
