testCase testName testIterIndex baseResult nodeCount tsResult timeMicroseconds memSize aspStall maxIter maxVicSize termCond
berlin52 TSESM_AGM 9 10713 52 8245 12302367 200 150 3500 100 300
berlin52 TSESM_AGM 10 10713 52 8355 18107442 200 150 3500 100 300
berlin52 TSESM_AGM 11 10713 52 8139 22505106 200 150 3500 100 300
berlin52 TSESM_AGM 12 10713 52 8246 28106893 200 150 3500 100 300
berlin52 TSESM_AGM 13 10713 52 8450 34732452 200 150 3500 100 300
berlin52 TSESM_AGM 14 10713 52 7955 19642274 200 150 3500 100 300
berlin52 TSESM_AGM 15 10713 52 8219 21524401 200 150 3500 100 300
berlin52 TSESM_AGM 16 10713 52 8094 14580351 200 150 3500 100 300
berlin52 TSESM_AGM 17 10713 52 8150 19283033 200 150 3500 100 300
berlin52 TSESM_AGM 18 10713 52 8217 14305196 200 150 3500 100 300
berlin52 TSESM_AGM 19 10713 52 8178 14124083 200 150 3500 100 300
berlin52 TSESM_AGM 20 10713 52 8583 18507929 200 150 3500 100 300
berlin52 TSESM_AGM 21 10713 52 8399 14974411 200 150 3500 100 300
berlin52 TSESM_AGM 22 10713 52 8178 14610484 200 150 3500 100 300
berlin52 TSESM_AGM 23 10713 52 8503 15623031 200 150 3500 100 300
berlin52 TSESM_AGM 24 10713 52 8365 20252472 200 150 3500 100 300
berlin52 TSESM_AGM 25 10713 52 8126 12660371 200 150 3500 100 300
berlin52 TSESM_AGM 26 10713 52 8405 18359055 200 150 3500 100 300
berlin52 TSESM_AGM 27 10713 52 8067 12725228 200 150 3500 100 300
berlin52 TSESM_AGM 28 10713 52 7588 20630866 200 150 3500 100 300
berlin52 TSESM_AGM 29 10713 52 7681 20828920 200 150 3500 100 300
berlin52 TSESM_AGM 30 10713 52 8045 19984860 200 150 3500 100 300
berlin52 TSESM_SE 1 9937 52 8490 11415265 200 150 3500 100 300
berlin52 TSESM_SE 2 9937 52 8301 20244326 200 150 3500 100 300
berlin52 TSESM_SE 3 9937 52 8106 19690689 200 150 3500 100 300
berlin52 TSESM_SE 4 9937 52 8014 10793388 200 150 3500 100 300
berlin52 TSESM_SE 5 9937 52 7905 20439690 200 150 3500 100 300
berlin52 TSESM_SE 6 9937 52 8669 16311347 200 150 3500 100 300
berlin52 TSESM_SE 7 9937 52 8116 25520929 200 150 3500 100 300
berlin52 TSESM_SE 8 9937 52 8333 14227558 200 150 3500 100 300
berlin52 TSESM_SE 9 9937 52 7526 25693419 200 150 3500 100 300
berlin52 TSESM_SE 10 9937 52 7990 12827987 200 150 3500 100 300
berlin52 TSESM_SE 11 9937 52 8312 16456320 200 150 3500 100 300
berlin52 TSESM_SE 12 9937 52 8312 17527885 200 150 3500 100 300
berlin52 TSESM_SE 13 9937 52 7659 30411264 200 150 3500 100 300
berlin52 TSESM_SE 14 9937 52 7977 17536601 200 150 3500 100 300
berlin52 TSESM_SE 15 9937 52 7987 20636856 200 150 3500 100 300
berlin52 TSESM_SE 16 9937 52 8321 19594556 200 150 3500 100 300
berlin52 TSESM_SE 17 9937 52 7816 18953347 200 150 3500 100 300
berlin52 TSESM_SE 18 9937 52 8076 18708121 200 150 3500 100 300
berlin52 TSESM_SE 19 9937 52 8202 11312999 200 150 3500 100 300
berlin52 TSESM_SE 20 9937 52 8380 19200044 200 150 3500 100 300
berlin52 TSESM_SE 21 9937 52 8188 24174792 200 150 3500 100 300
berlin52 TSESM_SE 22 9937 52 8474 16740646 200 150 3500 100 300
berlin52 TSESM_SE 23 9937 52 8107 18020962 200 150 3500 100 300
berlin52 TSESM_SE 24 9937 52 8256 19438428 200 150 3500 100 300
berlin52 TSESM_SE 25 9937 52 8418 25180060 200 150 3500 100 300
berlin52 TSESM_SE 26 9937 52 8535 24847774 200 150 3500 100 300
berlin52 TSESM_SE 27 9937 52 8516 17049368 200 150 3500 100 300
berlin52 TSESM_SE 28 9937 52 7933 15951306 200 150 3500 100 300
berlin52 TSESM_SE 29 9937 52 8658 13855377 200 150 3500 100 300
berlin52 TSESM_SE 30 9937 52 8571 8854632 200 150 3500 100 300
berlin52 TSESM_NN 1 8962 52 8193 8611584 200 150 3500 100 300
berlin52 TSESM_NN 2 8962 52 8041 11665690 200 150 3500 100 300
berlin52 TSESM_NN 3 8962 52 8203 6543594 200 150 3500 100 300
berlin52 TSESM_NN 4 8962 52 7985 12535944 200 150 3500 100 300
berlin52 TSESM_NN 5 8962 52 8173 10218898 200 150 3500 100 300
berlin52 TSESM_NN 6 8962 52 8082 15195406 200 150 3500 100 300
berlin52 TSESM_NN 7 8962 52 8057 13322014 200 150 3500 100 300
berlin52 TSESM_NN 8 8962 52 7813 14966951 200 150 3500 100 300
berlin52 TSESM_NN 9 8962 52 7799 16243124 200 150 3500 100 300
berlin52 TSESM_NN 10 8962 52 8007 19094826 200 150 3500 100 300
berlin52 TSESM_NN 11 8962 52 8181 12829392 200 150 3500 100 300
berlin52 TSESM_NN 12 8962 52 7971 15471615 200 150 3500 100 300
berlin52 TSESM_NN 13 8962 52 7927 13328043 200 150 3500 100 300
berlin52 TSESM_NN 14 8962 52 8007 17044997 200 150 3500 100 300
berlin52 TSESM_NN 15 8962 52 8173 13185683 200 150 3500 100 300
berlin52 TSESM_NN 16 8962 52 7996 17883619 200 150 3500 100 300
berlin52 TSESM_NN 17 8962 52 8041 17321072 200 150 3500 100 300
berlin52 TSESM_NN 18 8962 52 8147 8682949 200 150 3500 100 300
berlin52 TSESM_NN 19 8962 52 8169 10186249 200 150 3500 100 300
berlin52 TSESM_NN 20 8962 52 8098 10763957 200 150 3500 100 300
berlin52 TSESM_NN 21 8962 52 8248 7061411 200 150 3500 100 300
berlin52 TSESM_NN 22 8962 52 8051 10392654 200 150 3500 100 300
berlin52 TSESM_NN 23 8962 52 7975 12000021 200 150 3500 100 300
berlin52 TSESM_NN 24 8962 52 7884 17843228 200 150 3500 100 300
berlin52 TSESM_NN 25 8962 52 8071 11418375 200 150 3500 100 300
berlin52 TSESM_NN 26 8962 52 8226 8868861 200 150 3500 100 300
berlin52 TSESM_NN 27 8962 52 8227 10403261 200 150 3500 100 300
berlin52 TSESM_NN 28 8962 52 8148 11817029 200 150 3500 100 300
berlin52 TSESM_NN 29 8962 52 8142 11537535 200 150 3500 100 300
berlin52 TSESM_NN 30 8962 52 8142 12113784 200 150 3500 100 300
berlin52 TSWSM_AGM 1 10713 52 8389 18737957 200 150 3500 100 300
berlin52 TSWSM_AGM 2 10713 52 8589 18488826 200 150 3500 100 300
berlin52 TSWSM_AGM 3 10713 52 7827 12087393 200 150 3500 100 300
berlin52 TSWSM_AGM 4 10713 52 8461 19520790 200 150 3500 100 300
berlin52 TSWSM_AGM 5 10713 52 8335 13380516 200 150 3500 100 300
berlin52 TSWSM_AGM 6 10713 52 8496 19206537 200 150 3500 100 300
berlin52 TSWSM_AGM 7 10713 52 8202 19876024 200 150 3500 100 300
berlin52 TSWSM_AGM 8 10713 52 8224 19503763 200 150 3500 100 300
berlin52 TSWSM_AGM 9 10713 52 8303 15984691 200 150 3500 100 300
berlin52 TSWSM_AGM 10 10713 52 8452 19052599 200 150 3500 100 300
berlin52 TSWSM_AGM 11 10713 52 8209 18668167 200 150 3500 100 300
berlin52 TSWSM_AGM 12 10713 52 8351 18177477 200 150 3500 100 300
berlin52 TSWSM_AGM 13 10713 52 8402 19163347 200 150 3500 100 300
berlin52 TSWSM_AGM 14 10713 52 7607 18382937 200 150 3500 100 300
berlin52 TSWSM_AGM 15 10713 52 7820 19385088 200 150 3500 100 300
berlin52 TSWSM_AGM 16 10713 52 8344 18732477 200 150 3500 100 300
berlin52 TSWSM_AGM 17 10713 52 8100 17361063 200 150 3500 100 300
berlin52 TSWSM_AGM 18 10713 52 8453 25372219 200 150 3500 100 300
berlin52 TSWSM_AGM 19 10713 52 8260 24192545 200 150 3500 100 300
berlin52 TSWSM_AGM 20 10713 52 8082 25939586 200 150 3500 100 300
berlin52 TSWSM_AGM 21 10713 52 8057 21446705 200 150 3500 100 300
berlin52 TSWSM_AGM 22 10713 52 8104 25895953 200 150 3500 100 300
berlin52 TSWSM_AGM 23 10713 52 8206 25976336 200 150 3500 100 300
berlin52 TSWSM_AGM 24 10713 52 8204 23991856 200 150 3500 100 300
berlin52 TSWSM_AGM 25 10713 52 7751 23850759 200 150 3500 100 300
berlin52 TSWSM_AGM 26 10713 52 7772 16260583 200 150 3500 100 300
berlin52 TSWSM_AGM 27 10713 52 7936 23797203 200 150 3500 100 300
berlin52 TSWSM_AGM 28 10713 52 8208 24606603 200 150 3500 100 300
berlin52 TSWSM_AGM 29 10713 52 8341 19156939 200 150 3500 100 300
berlin52 TSWSM_AGM 30 10713 52 8114 17169448 200 150 3500 100 300
berlin52 TSWSM_SE 1 9937 52 8272 18636318 200 150 3500 100 300
berlin52 TSWSM_SE 2 9937 52 8640 16364589 200 150 3500 100 300
berlin52 TSWSM_SE 3 9937 52 8050 18215893 200 150 3500 100 300
berlin52 TSWSM_SE 4 9937 52 7796 14607648 200 150 3500 100 300
berlin52 TSWSM_SE 5 9937 52 8385 18459690 200 150 3500 100 300
berlin52 TSWSM_SE 6 9937 52 8100 18684706 200 150 3500 100 300
berlin52 TSWSM_SE 7 9937 52 8045 19003521 200 150 3500 100 300
berlin52 TSWSM_SE 8 9937 52 8391 11877302 200 150 3500 100 300
berlin52 TSWSM_SE 9 9937 52 8138 17941048 200 150 3500 100 300
berlin52 TSWSM_SE 10 9937 52 8209 14739328 200 150 3500 100 300
berlin52 TSWSM_SE 11 9937 52 7717 18045381 200 150 3500 100 300
berlin52 TSWSM_SE 12 9937 52 8126 18956590 200 150 3500 100 300
berlin52 TSWSM_SE 13 9937 52 8340 18562207 200 150 3500 100 300
berlin52 TSWSM_SE 14 9937 52 7814 18162958 200 150 3500 100 300
berlin52 TSWSM_SE 15 9937 52 8597 13241158 200 150 3500 100 300
berlin52 TSWSM_SE 16 9937 52 8244 18465436 200 150 3500 100 300
berlin52 TSWSM_SE 17 9937 52 8512 14894992 200 150 3500 100 300
berlin52 TSWSM_SE 18 9937 52 7688 18515730 200 150 3500 100 300
berlin52 TSWSM_SE 19 9937 52 7717 18440030 200 150 3500 100 300
berlin52 TSWSM_SE 20 9937 52 8458 18166506 200 150 3500 100 300
berlin52 TSWSM_SE 21 9937 52 8532 15887356 200 150 3500 100 300
berlin52 TSWSM_SE 22 9937 52 8252 18471524 200 150 3500 100 300
berlin52 TSWSM_SE 23 9937 52 8375 16669194 200 150 3500 100 300
berlin52 TSWSM_SE 24 9937 52 8039 16489023 200 150 3500 100 300
berlin52 TSWSM_SE 25 9937 52 8136 13840607 200 150 3500 100 300
berlin52 TSWSM_SE 26 9937 52 7999 15089185 200 150 3500 100 300
berlin52 TSWSM_SE 27 9937 52 8498 16599337 200 150 3500 100 300
berlin52 TSWSM_SE 28 9937 52 8421 18561685 200 150 3500 100 300
berlin52 TSWSM_SE 29 9937 52 8510 17547360 200 150 3500 100 300
berlin52 TSWSM_SE 30 9937 52 8030 16807241 200 150 3500 100 300
berlin52 TSWSM_NN 1 8962 52 8089 15979745 200 150 3500 100 300
berlin52 TSWSM_NN 2 8962 52 8225 11114470 200 150 3500 100 300
berlin52 TSWSM_NN 3 8962 52 8094 14966635 200 150 3500 100 300
berlin52 TSWSM_NN 4 8962 52 8108 18393462 200 150 3500 100 300
berlin52 TSWSM_NN 5 8962 52 8236 15543111 200 150 3500 100 300
berlin52 TSWSM_NN 6 8962 52 8041 18227918 200 150 3500 100 300
berlin52 TSWSM_NN 7 8962 52 8063 12636302 200 150 3500 100 300
berlin52 TSWSM_NN 8 8962 52 7822 14000616 200 150 3500 100 300
berlin52 TSWSM_NN 9 8962 52 8100 12891553 200 150 3500 100 300
berlin52 TSWSM_NN 10 8962 52 7807 16900866 200 150 3500 100 300
berlin52 TSWSM_NN 11 8962 52 8112 15351119 200 150 3500 100 300
berlin52 TSWSM_NN 12 8962 52 8164 16634388 200 150 3500 100 300
berlin52 TSWSM_NN 13 8962 52 7954 17634492 200 150 3500 100 300
berlin52 TSWSM_NN 14 8962 52 7971 18065768 200 150 3500 100 300
berlin52 TSWSM_NN 15 8962 52 8019 15409262 200 150 3500 100 300
berlin52 TSWSM_NN 16 8962 52 8007 18337303 200 150 3500 100 300
berlin52 TSWSM_NN 17 8962 52 8009 15635726 200 150 3500 100 300
berlin52 TSWSM_NN 18 8962 52 8041 18216962 200 150 3500 100 300
berlin52 TSWSM_NN 19 8962 52 8142 14564145 200 150 3500 100 300
berlin52 TSWSM_NN 20 8962 52 8142 18783461 200 150 3500 100 300
berlin52 TSWSM_NN 21 8962 52 8041 18433246 200 150 3500 100 300
berlin52 TSWSM_NN 22 8962 52 8165 12892178 200 150 3500 100 300
berlin52 TSWSM_NN 23 8962 52 8007 18182198 200 150 3500 100 300
berlin52 TSWSM_NN 24 8962 52 8084 18108467 200 150 3500 100 300
berlin52 TSWSM_NN 25 8962 52 8111 14335925 200 150 3500 100 300
berlin52 TSWSM_NN 26 8962 52 8194 14555133 200 150 3500 100 300
berlin52 TSWSM_NN 27 8962 52 8165 18094965 200 150 3500 100 300
berlin52 TSWSM_NN 28 8962 52 7971 18083511 200 150 3500 100 300
berlin52 TSWSM_NN 29 8962 52 8094 18500511 200 150 3500 100 300
berlin52 TSWSM_NN 30 8962 52 8100 14054423 200 150 3500 100 300
berlin52 TSESM_AGM 1 10713 52 8225 18372512 300 150 3500 100 300
berlin52 TSESM_AGM 2 10713 52 8119 13075223 300 150 3500 100 300
berlin52 TSESM_AGM 3 10713 52 8234 12585409 300 150 3500 100 300
berlin52 TSESM_AGM 4 10713 52 7933 18753175 300 150 3500 100 300
berlin52 TSESM_AGM 5 10713 52 8243 16405282 300 150 3500 100 300
berlin52 TSESM_AGM 6 10713 52 8033 10731473 300 150 3500 100 300
berlin52 TSESM_AGM 7 10713 52 8061 12586498 300 150 3500 100 300
berlin52 TSESM_AGM 8 10713 52 8382 24213919 300 150 3500 100 300
berlin52 TSESM_AGM 9 10713 52 8391 25331656 300 150 3500 100 300
berlin52 TSESM_AGM 10 10713 52 8204 25797829 300 150 3500 100 300
berlin52 TSESM_AGM 11 10713 52 8096 20132637 300 150 3500 100 300
berlin52 TSESM_AGM 12 10713 52 8352 15687304 300 150 3500 100 300
berlin52 TSESM_AGM 13 10713 52 7997 16818863 300 150 3500 100 300
berlin52 TSESM_AGM 14 10713 52 8391 17920385 300 150 3500 100 300
berlin52 TSESM_AGM 15 10713 52 7949 13381068 300 150 3500 100 300
berlin52 TSESM_AGM 16 10713 52 7531 25959515 300 150 3500 100 300
berlin52 TSESM_AGM 17 10713 52 8444 18147535 300 150 3500 100 300
berlin52 TSESM_AGM 18 10713 52 8081 20748542 300 150 3500 100 300
berlin52 TSESM_AGM 19 10713 52 8334 16982004 300 150 3500 100 300
berlin52 TSESM_AGM 20 10713 52 8194 16244815 300 150 3500 100 300
berlin52 TSESM_AGM 21 10713 52 7710 26018220 300 150 3500 100 300
berlin52 TSESM_AGM 22 10713 52 8271 13034116 300 150 3500 100 300
berlin52 TSESM_AGM 23 10713 52 8124 16045748 300 150 3500 100 300
berlin52 TSESM_AGM 24 10713 52 8299 18693407 300 150 3500 100 300
berlin52 TSESM_AGM 25 10713 52 8856 15397739 300 150 3500 100 300
berlin52 TSESM_AGM 26 10713 52 8232 15951715 300 150 3500 100 300
berlin52 TSESM_AGM 27 10713 52 8059 17197830 300 150 3500 100 300
berlin52 TSESM_AGM 28 10713 52 8185 23760479 300 150 3500 100 300
berlin52 TSESM_AGM 29 10713 52 8135 23896492 300 150 3500 100 300
berlin52 TSESM_AGM 30 10713 52 8346 16477967 300 150 3500 100 300
berlin52 TSESM_SE 1 9937 52 8665 7181725 300 150 3500 100 300
berlin52 TSESM_SE 2 9937 52 8019 17093193 300 150 3500 100 300
berlin52 TSESM_SE 3 9937 52 8613 9594105 300 150 3500 100 300
berlin52 TSESM_SE 4 9937 52 7853 12679799 300 150 3500 100 300
berlin52 TSESM_SE 5 9937 52 8378 25701762 300 150 3500 100 300
berlin52 TSESM_SE 6 9937 52 8387 12206407 300 150 3500 100 300
berlin52 TSESM_SE 7 9937 52 8519 12538247 300 150 3500 100 300
berlin52 TSESM_SE 8 9937 52 8153 8260496 300 150 3500 100 300
berlin52 TSESM_SE 9 9937 52 8378 14336600 300 150 3500 100 300
berlin52 TSESM_SE 10 9937 52 7836 21786836 300 150 3500 100 300
berlin52 TSESM_SE 11 9937 52 7526 25797730 300 150 3500 100 300
berlin52 TSESM_SE 12 9937 52 7841 22786690 300 150 3500 100 300
berlin52 TSESM_SE 13 9937 52 8422 18517860 300 150 3500 100 300
berlin52 TSESM_SE 14 9937 52 8480 20135741 300 150 3500 100 300
berlin52 TSESM_SE 15 9937 52 8118 20646227 300 150 3500 100 300
berlin52 TSESM_SE 16 9937 52 8420 15964645 300 150 3500 100 300
berlin52 TSESM_SE 17 9937 52 8419 17597833 300 150 3500 100 300
berlin52 TSESM_SE 18 9937 52 8436 13027829 300 150 3500 100 300
berlin52 TSESM_SE 19 9937 52 8210 15699062 300 150 3500 100 300
berlin52 TSESM_SE 20 9937 52 8343 12660535 300 150 3500 100 300
berlin52 TSESM_SE 21 9937 52 8305 16603302 300 150 3500 100 300
berlin52 TSESM_SE 22 9937 52 8567 15798368 300 150 3500 100 300
berlin52 TSESM_SE 23 9937 52 7823 24538912 300 150 3500 100 300
berlin52 TSESM_SE 24 9937 52 8461 23285229 300 150 3500 100 300
berlin52 TSESM_SE 25 9937 52 8455 19523395 300 150 3500 100 300
berlin52 TSESM_SE 26 9937 52 8440 14822795 300 150 3500 100 300
berlin52 TSESM_SE 27 9937 52 8517 12862836 300 150 3500 100 300
berlin52 TSESM_SE 28 9937 52 7526 14842021 300 150 3500 100 300
berlin52 TSESM_SE 29 9937 52 8012 16267615 300 150 3500 100 300
berlin52 TSESM_SE 30 9937 52 8099 11069691 300 150 3500 100 300
berlin52 TSESM_NN 1 8962 52 7897 19461421 300 150 3500 100 300
berlin52 TSESM_NN 2 8962 52 8302 13513427 300 150 3500 100 300
berlin52 TSESM_NN 3 8962 52 8114 12434726 300 150 3500 100 300
berlin52 TSESM_NN 4 8962 52 8384 8357560 300 150 3500 100 300
berlin52 TSESM_NN 5 8962 52 8129 12273422 300 150 3500 100 300
berlin52 TSESM_NN 6 8962 52 8007 14384863 300 150 3500 100 300
berlin52 TSESM_NN 7 8962 52 8089 7351681 300 150 3500 100 300
berlin52 TSESM_NN 8 8962 52 8145 16626140 300 150 3500 100 300
berlin52 TSESM_NN 9 8962 52 8115 15753479 300 150 3500 100 300
berlin52 TSESM_NN 10 8962 52 8127 12885299 300 150 3500 100 300
berlin52 TSESM_NN 11 8962 52 8401 14390532 300 150 3500 100 300
berlin52 TSESM_NN 12 8962 52 8013 16940917 300 150 3500 100 300
berlin52 TSESM_NN 13 8962 52 8036 15311102 300 150 3500 100 300
berlin52 TSESM_NN 14 8962 52 7862 24887126 300 150 3500 100 300
berlin52 TSESM_NN 15 8962 52 8035 16145723 300 150 3500 100 300
berlin52 TSESM_NN 16 8962 52 8064 20503511 300 150 3500 100 300
berlin52 TSESM_NN 17 8962 52 8341 8408970 300 150 3500 100 300
berlin52 TSESM_NN 18 8962 52 8041 9925438 300 150 3500 100 300
berlin52 TSESM_NN 19 8962 52 8080 25619464 300 150 3500 100 300
berlin52 TSESM_NN 20 8962 52 8365 13474718 300 150 3500 100 300
berlin52 TSESM_NN 21 8962 52 7835 11772752 300 150 3500 100 300
berlin52 TSESM_NN 22 8962 52 8189 12673556 300 150 3500 100 300
berlin52 TSESM_NN 23 8962 52 7927 20646450 300 150 3500 100 300
berlin52 TSESM_NN 24 8962 52 7924 16534787 300 150 3500 100 300
berlin52 TSESM_NN 25 8962 52 7781 15400104 300 150 3500 100 300
berlin52 TSESM_NN 26 8962 52 7975 14787822 300 150 3500 100 300
berlin52 TSESM_NN 27 8962 52 8094 14011848 300 150 3500 100 300
berlin52 TSESM_NN 28 8962 52 8041 15497316 300 150 3500 100 300
berlin52 TSESM_NN 29 8962 52 8387 10941509 300 150 3500 100 300
berlin52 TSESM_NN 30 8962 52 7994 21728493 300 150 3500 100 300
berlin52 TSWSM_AGM 1 10713 52 8430 18761030 300 150 3500 100 300
berlin52 TSWSM_AGM 2 10713 52 8411 14330956 300 150 3500 100 300
berlin52 TSWSM_AGM 3 10713 52 8504 20784736 300 150 3500 100 300
berlin52 TSWSM_AGM 4 10713 52 8320 25680591 300 150 3500 100 300
berlin52 TSWSM_AGM 5 10713 52 8580 21047625 300 150 3500 100 300
berlin52 TSWSM_AGM 6 10713 52 8029 18249840 300 150 3500 100 300
berlin52 TSWSM_AGM 7 10713 52 8144 25722902 300 150 3500 100 300
berlin52 TSWSM_AGM 8 10713 52 8073 25800634 300 150 3500 100 300
berlin52 TSWSM_AGM 9 10713 52 8270 24243038 300 150 3500 100 300
berlin52 TSWSM_AGM 10 10713 52 8401 21947821 300 150 3500 100 300
berlin52 TSWSM_AGM 11 10713 52 8183 25789083 300 150 3500 100 300
berlin52 TSWSM_AGM 12 10713 52 8208 21505915 300 150 3500 100 300
berlin52 TSWSM_AGM 13 10713 52 8018 25823275 300 150 3500 100 300
berlin52 TSWSM_AGM 14 10713 52 7787 21600397 300 150 3500 100 300
berlin52 TSWSM_AGM 15 10713 52 8207 23075679 300 150 3500 100 300
berlin52 TSWSM_AGM 16 10713 52 7842 23968096 300 150 3500 100 300
berlin52 TSWSM_AGM 17 10713 52 7992 20078231 300 150 3500 100 300
berlin52 TSWSM_AGM 18 10713 52 8068 18185572 300 150 3500 100 300
berlin52 TSWSM_AGM 19 10713 52 8745 9765455 300 150 3500 100 300
berlin52 TSWSM_AGM 20 10713 52 8156 16095373 300 150 3500 100 300
berlin52 TSWSM_AGM 21 10713 52 8067 14737410 300 150 3500 100 300
berlin52 TSWSM_AGM 22 10713 52 7971 12924705 300 150 3500 100 300
berlin52 TSWSM_AGM 23 10713 52 8157 13616885 300 150 3500 100 300
berlin52 TSWSM_AGM 24 10713 52 8013 18214666 300 150 3500 100 300
berlin52 TSWSM_AGM 25 10713 52 8322 18516806 300 150 3500 100 300
berlin52 TSWSM_AGM 26 10713 52 8505 12972431 300 150 3500 100 300
berlin52 TSWSM_AGM 27 10713 52 8204 15630410 300 150 3500 100 300
berlin52 TSWSM_AGM 28 10713 52 7883 12269689 300 150 3500 100 300
berlin52 TSWSM_AGM 29 10713 52 8432 18648784 300 150 3500 100 300
berlin52 TSWSM_AGM 30 10713 52 8783 12895307 300 150 3500 100 300
berlin52 TSWSM_SE 1 9937 52 8196 16615942 300 150 3500 100 300
berlin52 TSWSM_SE 2 9937 52 8348 11593671 300 150 3500 100 300
berlin52 TSWSM_SE 3 9937 52 8081 12970713 300 150 3500 100 300
berlin52 TSWSM_SE 4 9937 52 7889 13658981 300 150 3500 100 300
berlin52 TSWSM_SE 5 9937 52 7909 18264944 300 150 3500 100 300
berlin52 TSWSM_SE 6 9937 52 7849 12544010 300 150 3500 100 300
berlin52 TSWSM_SE 7 9937 52 8080 15603387 300 150 3500 100 300
berlin52 TSWSM_SE 8 9937 52 8417 10546247 300 150 3500 100 300
berlin52 TSWSM_SE 9 9937 52 7650 8608233 300 150 3500 100 300
berlin52 TSWSM_SE 10 9937 52 7865 18775797 300 150 3500 100 300
berlin52 TSWSM_SE 11 9937 52 8124 13858934 300 150 3500 100 300
berlin52 TSWSM_SE 12 9937 52 8476 13130872 300 150 3500 100 300
berlin52 TSWSM_SE 13 9937 52 8477 18694935 300 150 3500 100 300
berlin52 TSWSM_SE 14 9937 52 7526 18179458 300 150 3500 100 300
berlin52 TSWSM_SE 15 9937 52 7631 12325447 300 150 3500 100 300
berlin52 TSWSM_SE 16 9937 52 8488 18555780 300 150 3500 100 300
berlin52 TSWSM_SE 17 9937 52 8247 12770210 300 150 3500 100 300
berlin52 TSWSM_SE 18 9937 52 8557 14113859 300 150 3500 100 300
berlin52 TSWSM_SE 19 9937 52 8422 15812786 300 150 3500 100 300
berlin52 TSWSM_SE 20 9937 52 8008 15082941 300 150 3500 100 300
berlin52 TSWSM_SE 21 9937 52 7641 17018435 300 150 3500 100 300
berlin52 TSWSM_SE 22 9937 52 7526 18231088 300 150 3500 100 300
berlin52 TSWSM_SE 23 9937 52 7841 17284713 300 150 3500 100 300
berlin52 TSWSM_SE 24 9937 52 7991 15989997 300 150 3500 100 300
berlin52 TSWSM_SE 25 9937 52 8579 16412862 300 150 3500 100 300
berlin52 TSWSM_SE 26 9937 52 8285 15240652 300 150 3500 100 300
berlin52 TSWSM_SE 27 9937 52 8526 13388019 300 150 3500 100 300
berlin52 TSWSM_SE 28 9937 52 7866 18336949 300 150 3500 100 300
berlin52 TSWSM_SE 29 9937 52 8426 16706749 300 150 3500 100 300
berlin52 TSWSM_SE 30 9937 52 7891 14569589 300 150 3500 100 300
berlin52 TSWSM_NN 1 8962 52 7843 15539600 300 150 3500 100 300
berlin52 TSWSM_NN 2 8962 52 8071 14333835 300 150 3500 100 300
berlin52 TSWSM_NN 3 8962 52 7954 18307615 300 150 3500 100 300
berlin52 TSWSM_NN 4 8962 52 8047 11338317 300 150 3500 100 300
berlin52 TSWSM_NN 5 8962 52 8147 15612766 300 150 3500 100 300
berlin52 TSWSM_NN 6 8962 52 8113 8502879 300 150 3500 100 300
berlin52 TSWSM_NN 7 8962 52 8044 18326326 300 150 3500 100 300
berlin52 TSWSM_NN 8 8962 52 7779 15063659 300 150 3500 100 300
berlin52 TSWSM_NN 9 8962 52 8081 13285205 300 150 3500 100 300
berlin52 TSWSM_NN 10 8962 52 7781 13353357 300 150 3500 100 300
berlin52 TSWSM_NN 11 8962 52 8155 15533035 300 150 3500 100 300
berlin52 TSWSM_NN 12 8962 52 7965 16652230 300 150 3500 100 300
berlin52 TSWSM_NN 13 8962 52 8041 12504684 300 150 3500 100 300
berlin52 TSWSM_NN 14 8962 52 8163 9361580 300 150 3500 100 300
berlin52 TSWSM_NN 15 8962 52 7936 14767089 300 150 3500 100 300
berlin52 TSWSM_NN 16 8962 52 8203 10772825 300 150 3500 100 300
berlin52 TSWSM_NN 17 8962 52 7972 14406221 300 150 3500 100 300
berlin52 TSWSM_NN 18 8962 52 7730 16378552 300 150 3500 100 300
berlin52 TSWSM_NN 19 8962 52 8028 18241809 300 150 3500 100 300
berlin52 TSWSM_NN 20 8962 52 8045 18187534 300 150 3500 100 300
berlin52 TSWSM_NN 21 8962 52 8253 6715655 300 150 3500 100 300
berlin52 TSWSM_NN 22 8962 52 8084 14044026 300 150 3500 100 300
berlin52 TSWSM_NN 23 8962 52 8244 14138071 300 150 3500 100 300
berlin52 TSWSM_NN 24 8962 52 8030 8191632 300 150 3500 100 300
berlin52 TSWSM_NN 25 8962 52 8153 11890882 300 150 3500 100 300
berlin52 TSWSM_NN 26 8962 52 7887 18212575 300 150 3500 100 300
berlin52 TSWSM_NN 27 8962 52 8134 10426243 300 150 3500 100 300
berlin52 TSWSM_NN 28 8962 52 8171 13673253 300 150 3500 100 300
berlin52 TSWSM_NN 29 8962 52 8036 10169361 300 150 3500 100 300
berlin52 TSWSM_NN 30 8962 52 8163 9384578 300 150 3500 100 300
gr96 TSESM_AGM 1 665 96 577 34048203 200 150 3500 100 300
gr96 TSESM_AGM 2 665 96 547 66402529 200 150 3500 100 300
gr96 TSESM_AGM 3 665 96 562 58003309 200 150 3500 100 300
gr96 TSESM_AGM 4 665 96 537 85219128 200 150 3500 100 300
gr96 TSESM_AGM 5 665 96 540 64452364 200 150 3500 100 300
gr96 TSESM_AGM 6 665 96 511 71789289 200 150 3500 100 300
gr96 TSESM_AGM 7 665 96 548 48886621 200 150 3500 100 300
